video_id,label,dataset,method,split,n_crops
ff-c23__NeuralTextures__390_709,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__456_435,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__452_550,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__436_526,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__734_699,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__094_111,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__623_630,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__132_007,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__235_194,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__248_232,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__295_099,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__465_482,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__281_474,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__927_912,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__674_744,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__564_971,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__083_213,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__603_575,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__850_764,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__794_779,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__501_326,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__402_453,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__576_155,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__112_892,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__656_666,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__754_758,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__455_471,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__411_410,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__987_938,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__416_342,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__719_737,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__113_983,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__428_466,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__364_440,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__679_665,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__874_291,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__233_995,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__492_325,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__770_791,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__870_001,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__616_614,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__684_717,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__609_596,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__871_814,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__714_842,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__878_866,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__989_993,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__796_740,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__893_913,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__952_882,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__181_199,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__141_161,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__093_121,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__398_457,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__293_296,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__446_667,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__200_189,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__995_233,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__717_684,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__475_265,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__289_228,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__935_733,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__903_792,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__471_455,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__422_695,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__317_359,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__178_598,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__000_003,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__890_837,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__758_754,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__972_718,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__508_831,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__374_407,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__819_786,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__643_646,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__934_918,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__384_932,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__486_680,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__607_683,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__174_964,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__539_499,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__021_312,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__953_974,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__696_686,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__543_559,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__530_594,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__273_807,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__956_958,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__528_510,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__176_190,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__872_873,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__940_941,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__149_152,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__086_090,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__128_896,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__974_953,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__701_579,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__191_188,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__867_765,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__676_776,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__326_501,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__152_149,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__824_419,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__556_588,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__028_068,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__166_167,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__032_944,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__399_488,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__944_032,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__664_668,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__686_696,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__561_998,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__834_852,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__260_331,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__035_036,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__304_300,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__685_613,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__488_399,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__608_675,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__930_763,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__140_143,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__437_360,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__312_021,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__876_891,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__427_637,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__321_288,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__090_086,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__352_319,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__519_515,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__271_264,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__294_292,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__975_978,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__473_366,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__250_461,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__463_464,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__319_352,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__559_543,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__048_029,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__058_039,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__869_780,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__006_002,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__831_508,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__075_977,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__278_306,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__419_824,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__391_406,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__703_604,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__157_245,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__175_159,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__485_425,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__563_537,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__775_742,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__779_794,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__801_855,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__280_249,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__958_956,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__369_316,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__203_201,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__671_677,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__425_485,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__725_724,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__243_156,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__227_169,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__797_844,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__658_627,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__924_917,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__434_438,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__617_566,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__896_128,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__372_413,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__621_546,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__677_671,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__649_816,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__884_968,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__483_370,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__259_345,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__502_504,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__570_624,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__111_094,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__863_853,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__156_243,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__525_509,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__223_586,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__916_783,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__785_736,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__790_014,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__367_371,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__708_772,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__947_951,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__439_441,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__846_845,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__817_827,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__644_657,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__906_847,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__287_426,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__232_248,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__131_518,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__153_150,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__931_936,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__792_903,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__202_348,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__666_656,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__832_762,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__737_719,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__001_870,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__782_787,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__103_082,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__929_962,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__963_879,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__845_846,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__272_396,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__143_140,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__610_692,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__567_606,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__244_822,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__516_555,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__918_934,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__515_519,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__854_747,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__192_134,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__780_869,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__137_165,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__134_192,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__299_145,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__036_035,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__242_182,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__477_487,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__076_079,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__160_928,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__348_202,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__897_969,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__892_112,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__379_158,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__776_676,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__164_216,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__605_591,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__426_287,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__678_460,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__114_102,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__347_314,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__385_414,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__533_450,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__787_782,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__215_208,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__838_810,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__999_960,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__558_583,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__057_070,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__803_017,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__619_620,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__393_405,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__162_330,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__124_085,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__298_279,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__881_856,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__942_943,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__629_618,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__981_985,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__249_280,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__008_990,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__329_327,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__448_361,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__951_947,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__024_073,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__848_894,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__220_219,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__353_383,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__612_702,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__159_175,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__806_781,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__310_196,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__955_078,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__424_408,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__139_130,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__585_599,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__218_239,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__503_756,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__255_214,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__745_777,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__183_253,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__151_225,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__267_286,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__625_650,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__704_723,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__368_378,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__308_388,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__354_362,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__147_055,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__077_100,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__010_005,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__429_404,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__844_797,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__412_274,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__282_238,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__117_217,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__335_277,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__640_638,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__642_635,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__115_939,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__511_472,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__913_893,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__802_885,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__769_784,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__554_572,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__594_530,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__458_722,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__971_564,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__409_382,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__699_734,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__067_025,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__263_284,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__618_629,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__732_691,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__843_859,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__923_023,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__031_163,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__053_095,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__078_955,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__357_432,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__494_445,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__798_778,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__522_337,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__895_915,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__449_451,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__046_904,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__097_033,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__106_198,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__096_101,1,ff-c23,NeuralTextures,test,8
ff-c23__NeuralTextures__180_105,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__829_808,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__195_442,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__920_811,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__064_991,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__693_698,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__905_860,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__387_311,1,ff-c23,NeuralTextures,val,8
ff-c23__NeuralTextures__380_358,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__604_703,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__541_523,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__360_437,1,ff-c23,NeuralTextures,holdout,8
ff-c23__NeuralTextures__016_209,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__518_131,1,ff-c23,NeuralTextures,train,8
ff-c23__NeuralTextures__025_067,1,ff-c23,NeuralTextures,train,8
ff-c23__FaceShifter__336_338,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__917_924,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__297_270,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__692_610,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__179_212,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__936_931,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__392_339,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__415_484,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__601_653,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__261_254,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__651_835,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__588_556,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__724_725,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__003_000,1,ff-c23,FaceShifter,test,8
ff-c23__FaceShifter__982_004,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__105_180,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__784_769,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__345_259,1,ff-c23,FaceShifter,test,8
ff-c23__FaceShifter__902_901,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__835_651,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__026_012,1,ff-c23,FaceShifter,holdout,8
ff-c23__FaceShifter__540_536,1,ff-c23,FaceShifter,train,8
ff-c23__FaceShifter__241_210,1,ff-c23,FaceShifter,val,8
ff-c23__FaceShifter__039_058,1,ff-c23,FaceShifter,test,8
